,date,ticker,RealizedVol_3d,Target
22997,2022-01-14,RTX,0.003780633318801046,0.002317257089434825
21355,2022-01-14,TMO,0.023728762444975855,0.02344650736585505
1651,2022-01-14,TSLA,0.05462916421102767,0.05642123771124383
13966,2022-01-14,UNH,0.013074932287126228,0.011932422068550597
23818,2022-01-14,VZ,0.003276325555117247,0.002956732625503044
25460,2022-01-14,WFC,0.010129611242713922,0.02251737886110746
10682,2022-01-14,WMT,0.010581089082321473,0.010577231958626112
4115,2022-01-18,AAPL,0.013264023471793746,0.013897950924480344
18072,2022-01-18,ABT,0.008216073455260445,0.008711303960051004
20535,2022-01-18,ACHR,0.020494491480584534,0.041789780364627244
30387,2022-01-18,ACN,0.0252310301789055,0.01421042806027188
11504,2022-01-18,AMZN,0.015696561926642354,0.016164220873062223
9862,2022-01-18,BRK-B,0.0038658912469553353,0.010665889309771196
4936,2022-01-18,COST,0.017538423369432284,0.0066732285875888515
27103,2022-01-18,CRM,0.029299760394215144,0.025526919557508822
13146,2022-01-18,CRWD,0.040497756415762226,0.040167349897374735
24640,2022-01-18,CVX,0.01248732051013399,0.01075635375952376
14788,2022-01-18,GOOG,0.015376653955416248,0.015498155269787693
3294,2022-01-18,GOOGL,0.01720539744010903,0.016909343793882363
12325,2022-01-18,HD,0.02354823984057325,0.016934643233634958
26282,2022-01-18,IBM,0.006661475991308256,0.009361492411532564
17251,2022-01-18,INTU,0.02251315454080269,0.019158578715318935
27924,2022-01-18,ISRG,0.008560918386387291,0.011240038621441097
18893,2022-01-18,JNJ,0.0016267744274908477,0.0008377719314866947
2473,2022-01-18,JPM,0.03692580700985705,0.03072099408165414
5757,2022-01-18,KO,0.00334858919937814,0.008711062848932052
831,2022-01-18,MCD,0.0080665255638995,0.008054763155372782
8220,2022-01-18,META,0.01849179122365163,0.02937379080028862
28745,2022-01-18,MRK,0.0039795942596196655,0.0006185311083039614
15609,2022-01-18,MSFT,0.03276687710738595,0.03081350779218962
6578,2022-01-18,NFLX,0.023127328966192573,0.02521190073095559
9041,2022-01-18,NVDA,0.03542556082092562,0.03434213957355306
19714,2022-01-18,ORCL,0.0025462805345107214,0.012292661325749
22177,2022-01-18,PEP,0.004880298044795561,0.009063058268920466
10,2022-01-18,PG,0.007067880394389586,0.014438895678542524
29566,2022-01-18,PGR,0.007153650721224344,0.0050071789867122156
16430,2022-01-18,PLTR,0.022189314523327477,0.03298727007196833
7399,2022-01-18,PM,0.0042006357223308135,0.015017905949574849
22998,2022-01-18,RTX,0.002317257089434825,0.01394344519162722
21356,2022-01-18,TMO,0.02344650736585505,0.017278559824893493
1652,2022-01-18,TSLA,0.05642123771124383,0.042675356742314256
13967,2022-01-18,UNH,0.011932422068550597,0.010253700150716074
23819,2022-01-18,VZ,0.002956732625503044,0.0038539316090396417
25461,2022-01-18,WFC,0.02251737886110746,0.03120822580330273
10683,2022-01-18,WMT,0.010577231958626112,0.0158448573641827
4116,2022-01-19,AAPL,0.013897950924480344,0.0145134077798575
18073,2022-01-19,ABT,0.008711303960051004,0.0045499366317431076
20536,2022-01-19,ACHR,0.041789780364627244,0.05451336504439318
30388,2022-01-19,ACN,0.01421042806027188,0.004930148627438646
11505,2022-01-19,AMZN,0.016164220873062223,0.013902927461084623
9863,2022-01-19,BRK-B,0.010665889309771196,0.013841781801170166
4937,2022-01-19,COST,0.0066732285875888515,0.018844140753001237
27104,2022-01-19,CRM,0.025526919557508822,0.01726810742293078
13147,2022-01-19,CRWD,0.040167349897374735,0.02056602364365117
24641,2022-01-19,CVX,0.01075635375952376,0.010523290374814517
14789,2022-01-19,GOOG,0.015498155269787693,0.015191767995480587
3295,2022-01-19,GOOGL,0.016909343793882363,0.01578908440077299
12326,2022-01-19,HD,0.016934643233634958,0.012959206961395665
26283,2022-01-19,IBM,0.009361492411532564,0.0033507185761400705
17252,2022-01-19,INTU,0.019158578715318935,0.018782186825716023
27925,2022-01-19,ISRG,0.011240038621441097,0.016813744464022617
18894,2022-01-19,JNJ,0.0008377719314866947,0.0011719528735819845
2474,2022-01-19,JPM,0.03072099408165414,0.023083845801999767
5758,2022-01-19,KO,0.008711062848932052,0.008067608820612393
832,2022-01-19,MCD,0.008054763155372782,0.005376406361605619
8221,2022-01-19,META,0.02937379080028862,0.0306186441570806
28746,2022-01-19,MRK,0.0006185311083039614,0.0026234589749703076
15610,2022-01-19,MSFT,0.03081350779218962,0.02127157471570999
6579,2022-01-19,NFLX,0.02521190073095559,0.022858158427110222
9042,2022-01-19,NVDA,0.03434213957355306,0.028596029685443104
19715,2022-01-19,ORCL,0.012292661325749,0.013717988591453373
22178,2022-01-19,PEP,0.009063058268920466,0.010034115018237458
11,2022-01-19,PG,0.014438895678542524,0.026485943254611632
29567,2022-01-19,PGR,0.0050071789867122156,0.013488254737142503
16431,2022-01-19,PLTR,0.03298727007196833,0.03261245588848474
7400,2022-01-19,PM,0.015017905949574849,0.014253612958024122
22999,2022-01-19,RTX,0.01394344519162722,0.013424646591783454
21357,2022-01-19,TMO,0.017278559824893493,0.008480144897273806
1653,2022-01-19,TSLA,0.042675356742314256,0.02630834253074582
13968,2022-01-19,UNH,0.010253700150716074,0.011225736797981044
23820,2022-01-19,VZ,0.0038539316090396417,0.003854071611943634
25462,2022-01-19,WFC,0.03120822580330273,0.03380776371959795
10684,2022-01-19,WMT,0.0158448573641827,0.013747885119741406
4117,2022-01-20,AAPL,0.0145134077798575,0.0056511289521742475
18074,2022-01-20,ABT,0.0045499366317431076,0.004369329943802819
20537,2022-01-20,ACHR,0.05451336504439318,0.054321824891919245
30389,2022-01-20,ACN,0.004930148627438646,0.006185915419071893
11506,2022-01-20,AMZN,0.013902927461084623,0.006830892383753727
9864,2022-01-20,BRK-B,0.013841781801170166,0.003136274047054503
4938,2022-01-20,COST,0.018844140753001237,0.01702332023856417
27105,2022-01-20,CRM,0.01726810742293078,0.011870816172453114
13148,2022-01-20,CRWD,0.02056602364365117,0.01968084322723152
24642,2022-01-20,CVX,0.010523290374814517,0.003959154630674875
14790,2022-01-20,GOOG,0.015191767995480587,0.010177837780048611
3296,2022-01-20,GOOGL,0.01578908440077299,0.009340857653670487
12327,2022-01-20,HD,0.012959206961395665,0.007050367542578723
26284,2022-01-20,IBM,0.0033507185761400705,0.0023813803192009836
17253,2022-01-20,INTU,0.018782186825716023,0.018879116019045107
27926,2022-01-20,ISRG,0.016813744464022617,0.020398966984016095
18895,2022-01-20,JNJ,0.0011719528735819845,0.0025232786090569536
2475,2022-01-20,JPM,0.023083845801999767,0.017625016727740826
5759,2022-01-20,KO,0.008067608820612393,0.004841697624745324
833,2022-01-20,MCD,0.005376406361605619,0.0019331641552834534
8222,2022-01-20,META,0.0306186441570806,0.023553534461758712
28747,2022-01-20,MRK,0.0026234589749703076,0.004325029849590706
15611,2022-01-20,MSFT,0.02127157471570999,0.01364646244653605
6580,2022-01-20,NFLX,0.022858158427110222,0.019381374872259702
9043,2022-01-20,NVDA,0.028596029685443104,0.003215865806168692
19716,2022-01-20,ORCL,0.013717988591453373,0.00980892318242109
22179,2022-01-20,PEP,0.010034115018237458,0.009076332397156007
12,2022-01-20,PG,0.026485943254611632,0.026468741454939687
29568,2022-01-20,PGR,0.013488254737142503,0.011179666097794453
16432,2022-01-20,PLTR,0.03261245588848474,0.03458442640018189
7401,2022-01-20,PM,0.014253612958024122,0.010732953629985255
23000,2022-01-20,RTX,0.013424646591783454,0.0027925471903654784
21358,2022-01-20,TMO,0.008480144897273806,0.008027337120046402
1654,2022-01-20,TSLA,0.02630834253074582,0.017249887086120796
13969,2022-01-20,UNH,0.011225736797981044,0.010803216225280089
23821,2022-01-20,VZ,0.003854071611943634,0.002391482912740061
25463,2022-01-20,WFC,0.03380776371959795,0.00686652888362334
10685,2022-01-20,WMT,0.013747885119741406,0.016276980977924526
4118,2022-01-21,AAPL,0.0056511289521742475,0.005598945214585108
18075,2022-01-21,ABT,0.004369329943802819,0.009987328214387378
20538,2022-01-21,ACHR,0.054321824891919245,0.045497567068562804
30390,2022-01-21,ACN,0.006185915419071893,0.00880118745219369
11507,2022-01-21,AMZN,0.006830892383753727,0.02204681348433937
9865,2022-01-21,BRK-B,0.003136274047054503,0.003568617379086225
4939,2022-01-21,COST,0.01702332023856417,0.009766814463340972
27106,2022-01-21,CRM,0.011870816172453114,0.010619372264948471
13149,2022-01-21,CRWD,0.01968084322723152,0.034896450456629674
24643,2022-01-21,CVX,0.003959154630674875,0.004843219219204583
14791,2022-01-21,GOOG,0.010177837780048611,0.010452887976399955
3297,2022-01-21,GOOGL,0.009340857653670487,0.007864986719327923
12328,2022-01-21,HD,0.007050367542578723,0.013609818206334308
26285,2022-01-21,IBM,0.0023813803192009836,0.0029062681102421228
17254,2022-01-21,INTU,0.018879116019045107,0.022067088731015403
27927,2022-01-21,ISRG,0.020398966984016095,0.043111757292229956
18896,2022-01-21,JNJ,0.0025232786090569536,0.0030743755237189804
2476,2022-01-21,JPM,0.017625016727740826,0.004694501584102996
5760,2022-01-21,KO,0.004841697624745324,0.0035813978260789757
834,2022-01-21,MCD,0.0019331641552834534,0.0072983369602935165
8223,2022-01-21,META,0.023553534461758712,0.02403380779576138
28748,2022-01-21,MRK,0.004325029849590706,0.0032409493630173093
15612,2022-01-21,MSFT,0.01364646244653605,0.01045045252742562
6581,2022-01-21,NFLX,0.019381374872259702,0.12501776077168406
9044,2022-01-21,NVDA,0.003215865806168692,0.0025289485758805425
19717,2022-01-21,ORCL,0.00980892318242109,0.010655914528854558
22180,2022-01-21,PEP,0.009076332397156007,0.007278881824272713
13,2022-01-21,PG,0.026468741454939687,0.016768217820378673
29569,2022-01-21,PGR,0.011179666097794453,0.014204556873937567
16433,2022-01-21,PLTR,0.03458442640018189,0.039596974728296104
7402,2022-01-21,PM,0.010732953629985255,0.0057072963412981076
23001,2022-01-21,RTX,0.0027925471903654784,0.0016898202571565594
21359,2022-01-21,TMO,0.008027337120046402,0.00984151604460094
1655,2022-01-21,TSLA,0.017249887086120796,0.026978411985650406
13970,2022-01-21,UNH,0.010803216225280089,0.0037188537145150147
23822,2022-01-21,VZ,0.002391482912740061,0.0029067257962761685
25464,2022-01-21,WFC,0.00686652888362334,0.0071144037574230375
10686,2022-01-21,WMT,0.016276980977924526,0.01452215934776005
4119,2022-01-24,AAPL,0.005598945214585108,0.004048275446448564
18076,2022-01-24,ABT,0.009987328214387378,0.013139674838398724
20539,2022-01-24,ACHR,0.045497567068562804,0.03311598325749064
30391,2022-01-24,ACN,0.00880118745219369,0.015375010329518617
11508,2022-01-24,AMZN,0.02204681348433937,0.03660992776132709
9866,2022-01-24,BRK-B,0.003568617379086225,0.006867979885817768
4940,2022-01-24,COST,0.009766814463340972,0.015129527476383776
27107,2022-01-24,CRM,0.010619372264948471,0.02157242026761002
13150,2022-01-24,CRWD,0.034896450456629674,0.03438133750063222
24644,2022-01-24,CVX,0.004843219219204583,0.0071019831856575216
14792,2022-01-24,GOOG,0.010452887976399955,0.01406497441917868
3298,2022-01-24,GOOGL,0.007864986719327923,0.013032922892292352
12329,2022-01-24,HD,0.013609818206334308,0.03545434346270422
26286,2022-01-24,IBM,0.0029062681102421228,0.003733066907280012
17255,2022-01-24,INTU,0.022067088731015403,0.021017599832728797
27928,2022-01-24,ISRG,0.043111757292229956,0.048013490836761236
18897,2022-01-24,JNJ,0.0030743755237189804,0.004653611916949446
2477,2022-01-24,JPM,0.004694501584102996,0.008296976855775004
5761,2022-01-24,KO,0.0035813978260789757,0.0021134914290610414
835,2022-01-24,MCD,0.0072983369602935165,0.0071426840506376
8224,2022-01-24,META,0.02403380779576138,0.03032124271348307
28749,2022-01-24,MRK,0.0032409493630173093,0.0039085825803382695
15613,2022-01-24,MSFT,0.01045045252742562,0.009955732548512492
6582,2022-01-24,NFLX,0.12501776077168406,0.11417179959350184
9045,2022-01-24,NVDA,0.0025289485758805425,0.019911344378974728
19718,2022-01-24,ORCL,0.010655914528854558,0.005514272375450202
22181,2022-01-24,PEP,0.007278881824272713,0.004622053908828053
14,2022-01-24,PG,0.016768217820378673,0.007391793904911141
29570,2022-01-24,PGR,0.014204556873937567,0.010779318024673076
16434,2022-01-24,PLTR,0.039596974728296104,0.0420249366813662
7403,2022-01-24,PM,0.0057072963412981076,0.017274772137880576
23002,2022-01-24,RTX,0.0016898202571565594,0.014126647863699507
21360,2022-01-24,TMO,0.00984151604460094,0.0029383786193955016
1656,2022-01-24,TSLA,0.026978411985650406,0.027375454061009857
13971,2022-01-24,UNH,0.0037188537145150147,0.0033388106436991996
23823,2022-01-24,VZ,0.0029067257962761685,0.0013547382922584586
25465,2022-01-24,WFC,0.0071144037574230375,0.009307100483888853
10687,2022-01-24,WMT,0.01452215934776005,0.009562600361014442
4120,2022-01-25,AAPL,0.004048275446448564,0.004219851110187494
18077,2022-01-25,ABT,0.013139674838398724,0.012489354774146703
20540,2022-01-25,ACHR,0.03311598325749064,0.055752987807872266
30392,2022-01-25,ACN,0.015375010329518617,0.015797228601377878
11509,2022-01-25,AMZN,0.03660992776132709,0.03673946694652976
9867,2022-01-25,BRK-B,0.006867979885817768,0.015022110716110653
4941,2022-01-25,COST,0.015129527476383776,0.019438008331955216
27108,2022-01-25,CRM,0.02157242026761002,0.028097740673349518
13151,2022-01-25,CRWD,0.03438133750063222,0.0390907892858509
24645,2022-01-25,CVX,0.0071019831856575216,0.028300436458378632
14793,2022-01-25,GOOG,0.01406497441917868,0.016717929746237287
3299,2022-01-25,GOOGL,0.013032922892292352,0.017343691757861643
12330,2022-01-25,HD,0.03545434346270422,0.02917000878872062
26287,2022-01-25,IBM,0.003733066907280012,0.03722575987489632
17256,2022-01-25,INTU,0.021017599832728797,0.025450973024972713
27929,2022-01-25,ISRG,0.048013490836761236,0.044319393357668525
18898,2022-01-25,JNJ,0.004653611916949446,0.021012022041341113
2478,2022-01-25,JPM,0.008296976855775004,0.01425362480071228
5762,2022-01-25,KO,0.0021134914290610414,0.0028901895918704156
836,2022-01-25,MCD,0.0071426840506376,0.008678040775240998
8225,2022-01-25,META,0.03032124271348307,0.03161594808282589
28750,2022-01-25,MRK,0.0039085825803382695,0.011769233840940216
15614,2022-01-25,MSFT,0.009955732548512492,0.014259905411836093
6583,2022-01-25,NFLX,0.11417179959350184,0.10374935525356835
9046,2022-01-25,NVDA,0.019911344378974728,0.023063083673654738
19719,2022-01-25,ORCL,0.005514272375450202,0.00942133541653153
22182,2022-01-25,PEP,0.004622053908828053,0.006546065490100521
15,2022-01-25,PG,0.007391793904911141,0.007828382980328447
29571,2022-01-25,PGR,0.010779318024673076,0.011305514071791336
16435,2022-01-25,PLTR,0.0420249366813662,0.03387614820298246
7404,2022-01-25,PM,0.017274772137880576,0.020426188118131173
23003,2022-01-25,RTX,0.014126647863699507,0.01911228118439339
21361,2022-01-25,TMO,0.0029383786193955016,0.003388297496513978
1657,2022-01-25,TSLA,0.027375454061009857,0.022525470412549882
13972,2022-01-25,UNH,0.0033388106436991996,0.007078186859735711
23824,2022-01-25,VZ,0.0013547382922584586,0.0017676288754809191
25466,2022-01-25,WFC,0.009307100483888853,0.014727609858274666
10688,2022-01-25,WMT,0.009562600361014442,0.011103576365829069
4121,2022-01-26,AAPL,0.004219851110187494,0.005448346448446161
18078,2022-01-26,ABT,0.012489354774146703,0.010767947809583959
20541,2022-01-26,ACHR,0.055752987807872266,0.05688022124413009
30393,2022-01-26,ACN,0.015797228601377878,0.013698143541391001
11510,2022-01-26,AMZN,0.03673946694652976,0.022440172855346985
9868,2022-01-26,BRK-B,0.015022110716110653,0.008381561679382222
4942,2022-01-26,COST,0.019438008331955216,0.021793034751523457
27109,2022-01-26,CRM,0.028097740673349518,0.028256469252138205
13152,2022-01-26,CRWD,0.0390907892858509,0.038689911006158664
24646,2022-01-26,CVX,0.028300436458378632,0.023737333966118854
14794,2022-01-26,GOOG,0.016717929746237287,0.024096355104989916
